VERY_EARLY_MORNING,EARLY_AM,AM_PEAK,MIDDAY_SCHOOL,MIDDAY_BASE,PM_PEAK,EVENING,LATE_EVENING,NIGHT
3,8,16,101,64,307,83,79,10
7,17,39,175,123,386,143,127,34
1,3,12,70,50,201,50,22,8
0,0,3,22,6,33,15,8,0
1,9,20,155,34,232,81,72,16
2,11,20,97,122,190,211,70,19
1,5,19,108,41,199,106,39,14
0,1,10,49,29,112,34,28,0
7,21,34,283,77,477,239,89,30
2,4,10,141,55,257,86,41,8
0,0,0,0,0,0,0,0,0
3,10,23,102,83,350,188,35,17
